title,href,date,description,keywords
Free-Riding on Enforcement in the WTO,/dataset.xhtml?persistentId=doi:10.7910/DVN/C6XJAT,"Aug 9, 2017","Contains all the files required to replicate the findings and appendices in ""Free-Riding on Enforcement in the WTO"".","World Trade Organization, international law, international courts, collective action problems, dispute settlement"
Replication Data for: Who Matches? Propensity Scores and Bias in the Causal Effects of Education on Participation,/dataset.xhtml?persistentId=doi:10.7910/DVN/CDFEGV,"Aug 8, 2017","Files contain data and replication code for the article ""Who Matches? Propensity Scores and Bias in the Causal Effects of Education on Participation"", Journal of Politics 73:3, July 2011. (2011-07-01)","propensity scores, matching, education, causal effects, simulations"
"Replication Data for: Corruption, accountability and gender: do female politicians face higher standards in public life?",/dataset.xhtml?persistentId=doi:10.7910/DVN/MOTRM2,"Aug 8, 2017","Previous research suggests that female politicians face higher standards in public life, perhaps in part because female voters expect more from female politicians than from male politicians. Most of this research is based on observational evidence. We assess the relationship between accountability and gender using a novel survey vignette experiment fielded in the UK in which voters choose between a hypothetical incumbent (who could be male or female, corrupt or uncorrupt) and another candidate. We do not find that female politicians face significantly greater punishment for misconduct. However, the effect of politician gender on punishment varies by voter gender, with female voters in particular more likely to punish female politicians for misconduct. Our findings have implications for research on how descriptive representation affects electoral accountability and on why corruption tends to correlate negatively with women's representation.","accountability, conjoint analysis, corruption, gender"
Replication Data for: Can’t Buy Them Love:  How Party Culture among Donors Contributes to the Party Gap in Women’s Representation,/dataset.xhtml?persistentId=doi:10.7910/DVN/IO89OI,"Aug 2, 2017",Data from the 2014 National Supporters Survey of party and women's PAC donors,donors
"Replication Data for: Partisan goals, emotions, and political mobilization: The role of motivated reasoning in pressuring others to vote",/dataset.xhtml?persistentId=doi:10.7910/DVN/MMS1P2,"Jul 24, 2017",Raw data and replication code for this paper. Data files and syntax are in SPSS format.,
"Replication Data for: Polarization, Demographic Change, and White Flight from the Democratic Party",/dataset.xhtml?persistentId=doi:10.7910/DVN/WDRHTS,"Jul 24, 2017","Whites have become decreasingly likely to support the Democratic Party. I show this shift is being driven by two mechanisms. The first mechanism is the process of ideological sorting. The Democratic Party has lost support among conservative whites because the relationships between partisanship, voting behavior, and policy orientations have strengthened. The second mechanism relates to demographic changes. The growth of liberal minority populations has shifted the median position on economic issues to the left and away from the median white citizen’s position. The parties have responded to these changes by shifting their positions and whites have become less likely to support the Democratic Party as a result. I test these explanations using 40 years of ANES and DW-NOMINATE data. I find that whites have become 7.7-points more likely vote for the Republican Party and mean white partisanship has shifted .25 points in favor of the Republicans as a combined result of both mechanisms. (2017-07-19)",Demographic Change; Polarization; Policy Orientations; Democratic Party; Partisan Change
Replication Data for: The Changing Norms of Racial Political Rhetoric and the End of Racial Priming,/dataset.xhtml?persistentId=doi:10.7910/DVN/5AN3RU,"Jul 10, 2017",STATA data file and do files for producing tables and figures in the published paper and online appendix. (2017-7-2),"racism, priming, elections, campaigns, public opinion"
"Replication Data for: How the West Was Won: Competition, Mobilization, and Women’s Enfranchisement in the United States ",/dataset.xhtml?persistentId=doi:10.7910/DVN/EVYI2H,"Jul 7, 2017","Replication Data for: How the West Was Won: Competition, Mobilization, and Women’s Enfranchisement in the United States. These files contain all original data in an excel file and the necessary Stata .do files to build and analyze the data used in the paper. ABSTRACT: A longstanding puzzle in American political development is why Western states extended voting rights to women before states in the East. Building on theories of democratization and women's suffrage, I argue that politicians have incentives to seek out new voters in competitive political environments. A strong suffrage movement reinforces these incentives by providing information and infrastructure that parties can capitalize on in future elections. If politicians believe they can mobilize the latent female vote, then large movements and competitive political environments should produce franchise expansion. Using data on legislative decisions pertaining to suffrage in 45 states from 1893 to 1920, I show that political competition and movement strength are robust predictors of support for women's suffrage in state legislatures. In the West, fluid partisan politics and relatively strong mobilization produced early reform. Since states determine who voted for national, state, and local offices, these decisions mattered for advancing political equality. (1890)","democratization, franchise extension , American Political Development , political machines, women in politics, historical political economy"
"Replication Data for: Political Advantage, Disadvantage, and the Demand for Partisan News",/dataset.xhtml?persistentId=doi:10.7910/DVN/OAGZZD,"Jul 7, 2017","I argue that the national political environment can meaningfully affect variation in aggregate demand for partisan media. I focus on the relationship between the political context—namely, political advantage and disadvantage derived from elections—and media demand in the form of partisan newspaper circulations. Using a dataset that characterizes the partisan slant of local newspapers and their circulation levels between 1932 and 2004, I find that when parties are electorally advantaged in presidential contests, demand for their affiliated newspapers decreases relative to demand for papers affiliated with disadvantaged parties. I uncover evidence of similar patterns in a case study of Florida newspapers, and I also compare the power of presidential versus congressional outcomes in shaping feelings of advantage and disadvantage. Taken together, these results provide evidence of a negative link between political advantage derived from presidential elections and the relative demand for partisan news.",partisan media; elections; news demand
Fear of Gender Favoritism and Vote Choice during the 2008 Presidential Primaries,/dataset.xhtml?persistentId=doi:10.7910/DVN/V9QSWK,"Jul 6, 2017","This study uses a dataset, which cannot be deposited online, but is freely available to registered academic users. The data of the 2008 National Annenberg Election Survey Internet Panel can be requested via https://www.annenbergpublicpolicycenter.org/data-access/. Here I provide a SPSS syntax file used to recode the variables employed and run the descriptive analyses, as well as a STATA do-file used to run the inferential analyses.",
"Replication data for ""Primary Elections and the Provision of Public Goods""",/dataset.xhtml?persistentId=doi:10.7910/DVN/BWYJKB,"Jun 28, 2017","Replication files for JOP article ""Primary Elections and the Provision of Public Goods""",
"Replication Data for: Are you my mentor? A field experiment on gender, ethnicity, and political self-starters",/dataset.xhtml?persistentId=doi:10.7910/DVN/URHLUO,"Jun 27, 2017","Replication Data for: Are you my mentor? A field experiment on gender, ethnicity, and political self-starters. These files contain the coded email responses and Stata .do files necessary to reproduce all findings. Abstract: Do public officials respond unequally to requests for career advice? Through a correspondence experiment with 8,189 officials, we examine whether (hypothetical) male and female students who express interest in political careers receive differential responses from public officials. We report three striking findings. First, emails sent by female students were more likely to receive a response than those sent by male students, especially when the official was male. Second, the responses women received were as likely to be long, thoughtful, and contain an offer of help as those to men. Third, there were no partisan differences in responsiveness to male or female senders. Examining senders with Hispanic last names bolsters the results: Hispanic senders, especially men, were less likely to receive a quality response than non-Hispanic senders. Thus politicians may condition responsiveness and helpfulness on the ethnicity of constituents, but women who are self-starters in search of advice receive equal treatment. (2017-06-20)","political career, audit study, field experiment, gender politics, Latino politics"
Misperceptions of Relative Affluence and Support for International Redistribution,/dataset.xhtml?persistentId=doi:10.7910/DVN/7Q9ZSR,"Jun 27, 2017",These files replicate the analysis in the paper “Misperceptions of Relative Affluence and Support for International Transfers” forthcoming in the Journal of Politics by Gautam Nair. (2015-08-01),"Redistribution, Foreign Aid, Charitable Giving, Subjective Perceptions"
"Replication Data for ""Does Counterinsurgent Success Match Social Support? Evidence from a Survey Experiment in Colombia""",/dataset.xhtml?persistentId=doi:10.7910/DVN/R677HD,"Jun 27, 2017","""Dominant theories of counterinsurgency suggest that state forces must win over citizens to identify insurgents among them. Yet even where state forces are losing, polling shows consistently strong support for counterinsurgents. How can we explain this discrepancy? Dominant theories of counterinsurgency could be incorrect, or, as we posit, individuals systematically may falsify their reported preferences. This study builds on the intuition that individuals may feel pressure to report consistently strong support for the military when asked directly, perhaps especially when they rely on an illegal organization or economy. We argue that this pressure decreases when individuals are asked indirectly, in a way that allows them to conceal their response. To assess, we randomize whether support for the military is measured directly and indirectly in a survey experiment in Colombia. We find lower rates of support with the indirect measure, and the difference is most pronounced in areas of insurgent control."" (2010)","Colombia, counterinsurgency, list experiment, military, social support, survey"
"Replication Data for ""When the Pound in People’s Pocket Matters: How changes to personal financial circumstances affect party choice""",/dataset.xhtml?persistentId=doi:10.7910/DVN/TLBBUX,"Jun 14, 2017","The article uses a dataset, which cannot be deposited online, but is freely available to registered users. The data of the British Household Panel Study can be requested via https://discover.ukdataservice.ac.uk/catalogue/?sn=5151. Here we provide a STATA do-file that will create the working file, recode the original data and run some robustness tests. The data was prepared in Stata and then saved as SPSS files .sav using Stattrans. This was necessary, as the main Markov Chain models of the paper were estimated using LatentGOLD, which only reads .sav files. Here we also provide the syntax files that were used for estimating these models. (2017-06-14)","Economic voting, pocketbook, party choice, responsibility, vote choice"
Clear as Black and White: The Effects of Ambiguous Rhetoric Depend on Candidate Race ,/dataset.xhtml?persistentId=doi:10.7910/DVN/JSDUTQ,"Jun 12, 2017","To replicate our analyses, open the Stata dataset. Then run the ""constructing variables"" do-file, which makes the variables we use in the analyses. Then run the ""replication analyses"" do-file, which also notes which analyses go with which table or figure.",
Local Union Organization and Lawmaking in the U.S. Congress,/dataset.xhtml?persistentId=doi:10.7910/DVN/KDRXD0,"Jun 5, 2017","Data, codebook, and replication code for ""Local Union Organization and Lawmaking in the U.S. Congress"".",
"Replication Data for: ""Uncovering Reactions to the Racial Resentment Scale Across the Racial Divide."" ",/dataset.xhtml?persistentId=doi:10.7910/DVN/UV7ZPZ,"Jun 5, 2017","Codebook (.pdf), dataset (.xls), and syntax (.do)",
The Paradoxical Effect of Speech-Suppressing Appeals to the First Amendment,/dataset.xhtml?persistentId=doi:10.7910/DVN/5EIKNG,"Jun 5, 2017","Replication data and code for the article ""The Paradoxical Effect of Speech-Suppressing Appeals to the First Amendment.""",
Type II Audience Costs,/dataset.xhtml?persistentId=doi:10.7910/DVN/Q5M4UQ,"May 30, 2017",Replication datasets and code (2017-05-28),
"Replication Data for: ""Unpaved Road Ahead: The Consequences of Election Cycles for Capital Expenditures""",/dataset.xhtml?persistentId=doi:10.7910/DVN/MP1NSJ,"May 30, 2017","Canonical political budget cycle theories predict an increase in visible government expenditures in election years due to signaling by incumbents. We identify the presence of an alternative election-related distortion of government budgets---a drop in capital expenditures---that applies in low capacity and weak governance settings. In election years, the increase in scrutiny and distraction of politicians and bureaucrats decreases the ability of governments to facilitate complicated capital investments. We test this argument by exploiting the exogenous phasing-in and timing of local direct elections in Indonesian districts and detailed data on local budget compositions to document the existence of meaningful reductions in capital expenditures in election years. This effect is mediated by the status of incumbents. While safe incumbents who are running for re-election can avoid this particular type of distortion, elections with embattled incumbents or without incumbents running for re-election exhibit much stronger effects. (2017-05-24)",
The Broad Impact of a Narrow Conflict: How Natural Resource Windfalls Shape Policy and Politics,/dataset.xhtml?persistentId=doi:10.7910/DVN/OJUPMY,"May 30, 2017","This dataset contains all data and code necessary to reproduce the figures and tables in ""The Broad Impact of a Narrow Conflict: How Natural Resource Windfalls Shape Policy and Politics"", 2017. Users should not need to change file paths. Instead, download the .zip file as a whole, and begin by opening shale.Rproj. The file main_replication_script.R contains the readme and overview of the replication archive. (2017-05-26)",
Replication Data for: Show Me Your Friends: Evidence from a Survey Experiment on the Effect of Coalition Signals,/dataset.xhtml?persistentId=doi:10.7910/DVN/ZUE1BI,"May 26, 2017","Recent studies of coalition-directed voting suggest that what political parties say during a campaign can influence voter perceptions of the likelihood of certain coalitions and that this, in turn, may foster strategic voting in multiparty systems. Here, we expand this argument, and show that pre-election coalition signals also have the potential to influence voter perceptions of the parties themselves. By revealing their coalition preferences, parties provide information on where they stand on the political continuum. We test our argument using a survey experiment run during a regional election campaign in Spain in which we manipulated the coalition signals emitted by two parties: one, a traditional, social-democratic party and, the second, a new, liberal party. Results show how coalition signals can significantly influence the party’s position and, ultimately, affect voters’ stated probability of voting, especially in the case of the recently founded party. (2017-05-15)",
Replication Data for: Contributions by Interest Groups to Lobbying Coalitions,/dataset.xhtml?persistentId=doi:10.7910/DVN/UTJGTF,"May 26, 2017","Data include interest group membership in coalitions, contributions to coalitions, and characteristics of interest groups and coalitions. R Script and Output are contained within. Data are in CSV file format. (2017-05-20)","Interest groups, lobbying coalitions, social networks, exponential random graph models"
My Trust in Government is Implicit: Automatic Trust in Government and System Support ,/dataset.xhtml?persistentId=doi:10.7910/DVN/T17S0X,"May 24, 2017",Data and R files My Trust in Government is Implicit: Automatic Trust in Government and System Support,government trust
Replication Data for: Dividing the Dollar with Formulas,/dataset.xhtml?persistentId=doi:10.7910/DVN/6SRL9X,"May 24, 2017","In advanced democracies, most government spending is allocated according to criteria approved by a legislature but implemented by the bureaucracy. I ask whether this fact imposes a binding constraint on the ability of legislators to engage in targeted redistribution, by constructing a model in which legislators are constrained to allocate spending by a formula of limited dimension - in contrast to benchmark models where proposers have the flexibility to manipulate the payoffs of individual members directly. The model predicts over-sized winning coalitions, positive distributions outside of the winning coalition, and the emergence of persistent voting blocs. I then apply the model to a sample of 31 US federal spending bills, using new data connecting spending outcomes to authorizing legislation. I find that most allocation formulas for spending programs involve 5 or fewer factors. Formulaic allocation imposes a tight constraint on targeting, eliminating more than 90% of Congressional proposers' degrees of freedom. (2016)",
Replication Data for: The Decline of Local News and Its Effects: New Evidence from Longitudinal Data ,/dataset.xhtml?persistentId=doi:10.7910/DVN/WO3NXS,"May 16, 2017",Dataset and codebook for The Decline of Local News and Its Effects: New Evidence from Longitudinal Data. (2017-05-16),local news
Replication Data for: Left/Right or U? Estimating the Dimensionality of National Party Competition in Europe,/dataset.xhtml?persistentId=doi:10.7910/DVN/DF4DFH,"May 9, 2017","Comparative studies report the rise of left- and right-wing Eurosceptic parties that have transformed national party competition in Europe toward an inverted U-shaped configuration: Peripheral parties at the left and right of the party spectrum oppose while centrist parties support several features of European integration. To describe the tempo and timing of this transformation and the heterogeneity across countries, we develop a Bayesian finite mixture factor analysis that estimates the election-specific probability of a one-dimensional left/right versus a two-dimensional inverted U-shaped national party configuration. The results show a general trend toward ``U"" but with significant variation across countries and time, including cases with a reversal of this trend.",
Replication Data for: Never Let A Good Crisis Go To Waste: Agenda Setting and Legislative Voting in Response to the EU Crisis,/dataset.xhtml?persistentId=doi:10.7910/DVN/SODVHZ,"May 9, 2017","Contains replication materials (R scripts and data) for Never Let A Good Crisis Go To Waste: Agenda Setting and Legislative Voting in Response to the EU Crisis The European Union's policy response to the recent global economic crisis transferred significant powers from the national to the European level. When exogenous shocks make status quo policies less attractive, legislators become more tolerant to proposed alternatives, and the policy discretion of legislative agenda-setters increases. Given control of the EU agenda-setting process by pro-integration actors, we argue that this dynamic explains changes in voting patterns of the European Parliament during the crisis period. We observe voting coalitions increasingly dividing legislators along the pro-anti integration, rather than the left-right, dimension of disagreement, but only in policy areas related to the crisis. In line with more qualitative assessments of the content of passed legislation, the implication is that pro-integration actors were able to shift policy further towards integration than they could have without the crisis. (2017-03-24)",
Replication Data for: Wanting What is Fair:  How Party Cues and Information about Income Inequality Affect Public Support for Taxes,/dataset.xhtml?persistentId=doi:10.7910/DVN/XAWZVS,"May 8, 2017","Income inequality has risen dramatically in the United States, with potentially negative social, economic, and political consequences. Governments can use redistributive taxes to combat inequality, but doing so requires public support. When will voters support redistributive taxes? Using the dual-process framework, we make predictions about the conditions under which party cues and/or information about rising inequality affect support for redistributive taxes. We test these predictions by conducting survey experiments in a real-world electoral context. We find that although citizens are misinformed about the extent of inequality, information that corrects their misperceptions helps them express tax policy opinions that are consistent with their preferences for lower levels of inequality. We also find that citizens who are motivated to process inequality information systematically respond to it even when it conflicts with their party’s position. These results identify conditions under which efforts to inform the electorate about inequality can increase support for taxes. (2017-04-26)",party cues; income inequality; survey experiment; direct democracy; citizen competence
Replication Data for: How Hard to Fight? Cross-Player Effects and Strategic Sophistication in an Asymmetric Contest Experiment,/dataset.xhtml?persistentId=doi:10.7910/DVN/LJVBT6,"May 2, 2017","These are the supplementary materials/appendix, .do files, and .dta files necessary for replicating the results in the main manuscript and appendix. (2017-04-18)",
Replication Data for: Agents of the Regime? Traditional Leaders and Electoral Politics in South Africa,/dataset.xhtml?persistentId=doi:10.7910/DVN/EKNEIH,"Apr 26, 2017","This replication archive contains all materials necessary to replicate the paper ""Agents of the Regime"" and associated appendices. (2017-04-21)",
Replication Data for: Does the Gift Keep on Giving?: House Leadership PAC Donations Before and After Majority Status,/dataset.xhtml?persistentId=doi:10.7910/DVN/E5DJFS,"Apr 26, 2017","Party leaders face a significant tradeoff financing races when the party is out of power: while they care about gaining control of the House, they do not know how willing a potential representative will be to work with and for the party once elected. Leadership PAC (LPAC) contributions are a major mechanism of leadership control over the financing of congressional campaigns, with the hope of influencing the future behavior of candidates. We study differences between contributions of the LPACs for leaders of both parties conditional on majority status. We find that both majority and minority party leaders prioritize winning elections and ideological homogeneity in their donations, but that these trends are largely contingent on overall electoral conditions. In their contributions, majority party leaders pay more attention to ideological cohesion than minority party leaders, while minority party leaders are more interested in gaining seats in the House than majority party leaders. (2017-04-22)","Campaign Finance, US Congress, Political Parties, Political Action Committees"
Replication Data for: Backchannel Representation:  A Study of the Strategic Communication of Senators with the U.S. Department of Labor,/dataset.xhtml?persistentId=doi:10.7910/DVN/UOABFB,"Apr 24, 2017",Replication data and code for Backchannel Representation: A Study of the Strategic Communication of Senators with the U.S. Department of Labor,
Electoral Cycle Fluctuations in Partisanship: Global Evidence from 86 Countries,/dataset.xhtml?persistentId=doi:10.7910/DVN/XNHHDO,"Apr 24, 2017","This replication do file replicates the analysis in the main text of the paper as well as the appendix. ****NOTE: on most machines, it takes a very large amount of time for STATA to compute marginal effects due to the quantity of the data and the number of interactions. (2017-04-19)","Partisanship, Electoral Cycle, Identity, Political Parties"
"Replication Data for: ""Off-Cycle and Out of Office: Election Timing and the Incumbency Advantage""",/dataset.xhtml?persistentId=doi:10.7910/DVN/SJBWC3,"Apr 19, 2017",Replication data and code for all figures and tables in the main paper and online appendix. (2017-04-14),"Elections, incumbency advantage, local politics, mayors"
"Replication Data for: ""Executive Power and Economic Accountability"" by Ryan E. Carlin and Shane P. Singh",/dataset.xhtml?persistentId=doi:10.7910/DVN/U1CB0K,"Apr 14, 2017","This is the Stata data and do-file used for the models that appear in ""Executive Power and Economic Accountability"" by Ryan E. Carlin and Shane P. Singh. All models estimated in Stata 13.",
Replication Data for: Why Partisans Don't Sort,/dataset.xhtml?persistentId=doi:10.7910/DVN/EHVYNN,"Apr 14, 2017","Contains R scripts and data needed to reproduce the analyses found in Mummolo and Nall, ""Why Partisans Don't Sort: The Constraints on Political Segregation."" Read READ ME FIRST.rtf or READ ME FIRST.pdf for instructions on executing replication archive contents. (2016-04-19)",
Replication Data for: Government Fragmentation and Public Goods Provision,/dataset.xhtml?persistentId=doi:10.7910/DVN/VS3CG6,"Apr 14, 2017",Replication files include both data and code that allows replication all tables that appear in either the main manuscript or the online appendix (2016-09-01),"Decentralization, Public Goods , Administrative Unit Proliferation, Africa"
Replication Data for: External Validity in Parallel Global Field and Survey Experiments on Anonymous Incorporation,/dataset.xhtml?persistentId=doi:10.7910/DVN/WZE08F,"Apr 14, 2017",Replication Data for: External Validity in Parallel Global Field and Survey Experiments on Anonymous Incorporation (2016-09-08),"Field experiment, survey experiment, external validity"
Eggers and Spirling -- Replication Data for: Incumbency Effects and the Strengths of Party Preferences: Evidence from Multiparty Elections in the UK,/dataset.xhtml?persistentId=doi:10.7910/DVN/7QLCV1,"Apr 14, 2017","Replication materials include four R scripts and 11 datasets. Please consult the README carefully, because it contains information about directory pathways that is vital for replication. (2016-09-15)","Political Science, Elections"
The Authoritarian Left Withdraws From Politics:  Ideological Asymmetry in the Relationship Between Authoritarianism and Political Engagement (Replication Data),/dataset.xhtml?persistentId=doi:10.7910/DVN/1U5WZT,"Apr 14, 2017","In this paper, we argue that authoritarianism will be associated with reduced political interest and participation to a greater extent among those who identify with the left rather than the right because left-leaning politics—which challenges the status quo—threatens more instability and flux. Using data from the United States, we provide evidence for this first hypothesis. Using multinational European data, we also provide support for a second hypothesis that this interaction would be more evident in “Westernized” contexts where the traditional left-right difference is clearly defined than in Eastern European countries where its meaning is less distinct; and we conceptually replicate the authoritarianism results using a measure of support for “conservation” values favoring security, conformity, and tradition. Together, these results suggest that the lower visibility of left-wing authoritarianism relative to its counterpart on the right may be due in part to greater withdrawal from politics among left-leaning authoritarians.","authoritarianism, values, ideology, political engagement"
Replication Data for: Joining the Club: Accession to the GATT/WTO,/dataset.xhtml?persistentId=doi:10.7910/DVN/ZSTE1X,"Apr 14, 2017","Contains all files to replicate results for, ``Joining the Club: Accession to the GATT/WTO''.",
Governing Well after War: How Improving Female Representation Prolongs Post-conflict Peace,/dataset.xhtml?persistentId=doi:10.7910/DVN/M9VJAV,"Apr 14, 2017","Previous studies suggest that women’s access to political power often increases following the termination of civil conflicts, particularly those ending in negotiated settlement. However, the effect of these changes has received limited attention. We argue that the proportion of female representatives in a national legislature prolongs peace following a negotiated settlement. Moreover, we highlight two mechanisms through which greater female representation reduces the risk of conflict recurrence: 1) by prioritizing social welfare spending over military spending, and 2) by improving public perceptions of good governance and the credibility of political elites. We further argue that legislative independence and authority conditions this relationship, implying that greater female representation is more likely to promote peace in states with nominally democratic political institutions. Our empirical analyses of peace duration following negotiated settlements between 1946 and 2011 provide robust support for our general argument and the underlying mechanisms we believe drive this relationship. (2016-10-02)","female representation, civil war, peace durability, social spending, good governance"
"Replication Data for: Me, Myself, and (I), (D) or (R)? Partisanship and Political Cognition through the Lens of Implicit Identity",/dataset.xhtml?persistentId=doi:10.7910/DVN/ZAD5UE,"Apr 14, 2017","Replication data and code for Me, Myself, and (I), (D) or (R)? Partisanship and Political Cognition through the Lens of Implicit Identity.",
Replication Data for: Corporate Influence in World Bank Lending,/dataset.xhtml?persistentId=doi:10.7910/DVN/61JSZQ,"Apr 14, 2017","Replication data, code, and codebook for ""Corporate Influence in World Bank Lending"" (Malik and Stone). These files contain code (in R, using .csv files) to replicate all the results found in the paper as well as the online appendix.","Informal Influence, International Organization, World Bank"
Replication Data for: Reassessing Public Support for a Female President,/dataset.xhtml?persistentId=doi:10.7910/DVN/ZUY1KJ,"Apr 14, 2017","Replication materials for ""Reassessing Public Support for a Female President""","List experiment, Gender bias, Social desirability, Representation"
Replication Data for: Electoral Volatility and Turnout: Party Entry and Exit in Indian Elections,/dataset.xhtml?persistentId=doi:10.7910/DVN/XOERIO,"Apr 12, 2017","Replication data and code for ""Electoral Volatility and Turnout: Party Entry and Exit in Indian Elections.""","turnout, volatility, mobilization, India"
Replication Data for: The Physiology of Framing Effects: Threat Sensitivity and the Persuasiveness of Political Arguments,/dataset.xhtml?persistentId=doi:10.7910/DVN/5A0JOI,"Apr 3, 2017","Framing effects are among the most commonly studied type of political information that shapes public opinion. We advance research on differences in susceptibility to framing effects by exploring whether, and how, physiological traits condition responses to messages in the political environment. In particular, we propose that the effectiveness of a frame depends on how well that frame’s argument matches the physiological predisposition or “outlook” of the recipient. We hypothesize that individuals who possess particular traits (we focus on physiological threat sensitivity) are more likely to be persuaded by frames that trigger those predispositions. To test this claim, we replicate and extend Nelson, Clawson, and Oxley’s (1997) landmark framing experiment about political tolerance in response to a Ku Klux Klan rally. We find that participants high in threat sensitivity are more susceptible to frames that invoke physical danger suggesting that physiological predispositions can help explain the influence of framing effects.","framing, threat sensitivity, political tolerance, physiological response, electrodermal activity"
"""Modern Police Tactics, Police-Citizen Interactions and the Prospects for Reform",/dataset.xhtml?persistentId=doi:10.7910/DVN/T9WESH,"Mar 30, 2017",Replication materials for main text and online appendix. (2017-03-29),"police behavior; police reform; stop,question and frisk; interrupted time series"
Replication Data for: Telling the Truth about Believing the Lies?,/dataset.xhtml?persistentId=doi:10.7910/DVN/DCTPJI,"Mar 16, 2017",Replication data for the four studies on expressive responding.,
Replication Data for: Elite Investments in Party Institutionalization in New Democracies: A Two-Dimensional Approach,/dataset.xhtml?persistentId=doi:10.7910/DVN/E40AFU,"Mar 16, 2017","This article conceptualizes party institutionalization and theorizes the conditions under which party elites invest in institutionalized parties in new democracies. We specify routinization and value infusion as two central dimensions of party institutionalization and theorize conditions relevant for party institutionalization across three central spheres: the party system, the state and society. Constructing measures for routinization and value infusion based on expert survey data, we test our framework through multivariate regression models across parties in 18 Latin American democracies. As theoretically expected, some conditions (access to executive office, a party’s formative environment and group ties) significantly relate to both dimensions, while others (party system polarization and fragmentation, permanent state subsidies, and legislative office) relate to one dimension only. This highlights the multidimensionality of party institutionalization as a phenomenon and the complexity of the empirical conditions associated with it. (2017-03-15)","party institutionalization, new democracies, routinization, value infusion, Latin America"
Replication Data for: China's Ideological Spectrum,/dataset.xhtml?persistentId=doi:10.7910/DVN/LBMRFX,"Mar 6, 2017","Replication Data and Code for ""China's Ideological Spectrum""",
Intergovernmental Organizations and Democratic Victory in International Crises,/dataset.xhtml?persistentId=doi:10.7910/DVN/ULTUUC,"Mar 2, 2017",Replication data for Intergovernmental Organizations and Democratic Victory in International Crises. (2017-02-27),
"Replication Data for: Food Comes First, Then Morals: Redistribution Preferences, Parochial Altruism and Immigration in Western Europe",/dataset.xhtml?persistentId=doi:10.7910/DVN/ELWP8V,"Mar 2, 2017","Altruism is an important omitted variable in much of the Political Economy literature. While material self-interest is the base of most approaches to redistribution (first affecting preferences and then politics and policy), there is a paucity of research on inequality aversion. I propose that other-regarding concerns influence redistribution preferences and that: (1) they matter most to those in less material need and (2) they are conditional on the identity of the poor. Altruism is most relevant to the rich, and it is most influential when the recipients of benefits are similar to those financing them. Using data from the European Social Survey from 2002 to 2012, I will show that group homogeneity magnifies (or limits) the importance of altruism for the rich. In making these distinctions between the poor and the rich, the arguments in this paper challenge some influential approaches to inequality, immigration and voting.",
Replication Files for: The Consequences of Elite Party Politics for American Macropartisanship,/dataset.xhtml?persistentId=doi:10.7910/DVN/1GLFE1,"Mar 2, 2017",Data and command codes to reproduce the results and figures in the main article and the supplemental appendix. (2017-02-28)," Party Identification, Macropartisanship, Partisan Updating, Party Alignments, Mean Switching"
Replication Data for: Passing It Along: Experiments on Creating the Negative Externalities of Climate Change,/dataset.xhtml?persistentId=doi:10.7910/DVN/BANJL7,"Feb 7, 2017","Stata and R files to reproduce the results and figures in DelPonte, Delton, Kline & Seltzer ""Passing It Along: Experiments on Creating the Negative Externalities of Climate Change"". (2017-02-06)",Climate Change Mitigation; Social Dilemmas; Experimental Economics; Collective Risk; Experimental Political Science
"Replication Data Foreign Aid, Foreign Policy, and Government Legitimacy: Experimental Evidence from Bangladesh",/dataset.xhtml?persistentId=doi:10.7910/DVN/LTPPVH,"Feb 7, 2017","Foreign aid donors try to make themselves visible as the funders of development projects in order to improve citizen attitudes abroad. Do target populations receive these political communications in the intended fashion, and does the information succeed in changing attitudes? Despite the widespread use of various mechanisms to communicate information about foreign funding flows, there exists little evidence about their effectiveness. We embed an informational experiment about a U.S.-funded health project in a nationwide survey in Bangladesh. Although we find only limited recognition of the USAID brand, explicit information about U.S. funding slightly improves general perceptions of the United States; it does not, however, change respondent’s opinions on substantive foreign policy issues. We also find, contrary to existing arguments that foreign aid undermines domestic government legitimacy, that the information increases confidence in local authorities. While our results suggest that information about foreign donors can effect attitudinal change, they also suggest that current mechanisms for information transmission might not be sufficient to do so.","foreign aid, foreign policy, government legitimacy, foreign aid effectiveness"
How Natural Resources Affect Authoritarian Leaders' Provision of Public Services: Evidence from China,/dataset.xhtml?persistentId=doi:10.7910/DVN/IZC5P1,"Feb 6, 2017",Contains Stata .dta file and .do file to replicate all regression tables in the manuscript and the online appendix. (2017-02-06),"Natural resources, Authoritarian regime, China, Public services, Human capital development"
Replication Data for: Local Embeddedness and Bureaucratic Performance: Evidence from India,/dataset.xhtml?persistentId=doi:10.7910/DVN/TWDSBW,"Jan 30, 2017",Replication data and code for JoP article.,"Bureaucracy, development, embeddedness, India, leadership"
"Replication Data for: ""Who Pays for Government? Descriptive Representation and Exploitative Revenue Sources""",/dataset.xhtml?persistentId=doi:10.7910/DVN/J4KRBG,"Jan 30, 2017",Contains .dta files and .do files to replicate all figures and tables in the manuscript and the online appendix.,"fines and fees, policing, local governments, descriptive representation"
